Name,Location,Practice Area,Profile URL,Law Firm,Law Firm URL,Rank
John Hargrove,Alabama,Labor & Employment,www.chambers.com/lawyer/john-hargrove-usa-5:429182,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
T Matthew Miller,Alabama,Labor & Employment,www.chambers.com/lawyer/t-matthew-miller-usa-5:377314,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
Albert L Vreeland,Alabama,Labor & Employment,www.chambers.com/lawyer/albert-l-vreeland-usa-5:217927,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 2
Arnold W Umbach III,Alabama,Labor & Employment,www.chambers.com/lawyer/arnold-w-umbach-iii-usa-5:376750,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 2
James C Pennington,Alabama,Labor & Employment,www.chambers.com/lawyer/james-c-pennington-usa-5:154376,"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Band 2
Marcel Debruge,Alabama,Labor & Employment,www.chambers.com/lawyer/marcel-debruge-usa-5:156864,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Michael L Lucas,Alabama,Labor & Employment,www.chambers.com/lawyer/michael-l-lucas-usa-5:268330,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Stephen E Brown,Alabama,Labor & Employment,www.chambers.com/lawyer/stephen-e-brown-usa-5:154374,"Bressler, Amery & Ross, P.C.",www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Band 2
David Walston,Alabama,Labor & Employment,www.chambers.com/lawyer/david-walston-usa-5:26156108,Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 3
Jennifer Swain,Alabama,Labor & Employment,www.chambers.com/lawyer/jennifer-swain-usa-5:569188,"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 3
John B. Holmes,Alabama,Labor & Employment,www.chambers.com/lawyer/john-b-holmes-usa-5:1394032,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Matthew Stiles,Alabama,Labor & Employment,www.chambers.com/lawyer/matthew-stiles-usa-5:430404,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Tammy L Baker,Alabama,Labor & Employment,www.chambers.com/lawyer/tammy-l-baker-usa-5:222420,Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Band 3
Thomas A Davis,Alabama,Labor & Employment,www.chambers.com/lawyer/thomas-a-davis-usa-5:218296,Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Band 3
Warren B. Lightfoot Jr,Alabama,Labor & Employment,www.chambers.com/lawyer/warren-b-lightfoot-jr-usa-5:379295,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Bryance Metheny,Alabama,Labor & Employment,www.chambers.com/lawyer/bryance-metheny-usa-5:723941,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Douglas B. Kauffman,Alabama,Labor & Employment,www.chambers.com/lawyer/douglas-b-kauffman-usa-5:379771,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Michael Thompson,Alabama,Labor & Employment,www.chambers.com/lawyer/michael-thompson-usa-5:723996,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 3
Janell M. Ahnert,Alabama,Labor & Employment,www.chambers.com/lawyer/janell-m-ahnert-usa-5:691708,"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 4
Stephanie Houston Mays,Alabama,Labor & Employment,www.chambers.com/lawyer/stephanie-houston-mays-usa-5:25418710,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 4
Alfred Perkins,Alabama,Labor & Employment,www.chambers.com/lawyer/alfred-perkins-usa-5:26359787,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 4
Breanna Young,Alabama,Labor & Employment,www.chambers.com/lawyer/breanna-young-usa-5:1537765,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 4
Jenna Bedsole,Alabama,Labor & Employment,www.chambers.com/lawyer/jenna-bedsole-usa-5:1210159,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Band 4
Kathryn M. Willis,Alabama,Labor & Employment,www.chambers.com/lawyer/kathryn-m-willis-usa-5:583973,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
Matthew Penfield,Alabama,Labor & Employment,www.chambers.com/lawyer/matthew-penfield-usa-5:1544178,"Bressler, Amery & Ross, P.C.",www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Band 4
Richard Brown,Alabama,Labor & Employment,www.chambers.com/lawyer/richard-brown-usa-5:575947,"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Band 4
Deborah Smith,Alabama,Litigation: Appellate,www.chambers.com/lawyer/deborah-smith-usa-5:1390279,Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 1
John Neiman,Alabama,Litigation: Appellate,www.chambers.com/lawyer/john-neiman-usa-5:1543733,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Lee E Bains Jr,Alabama,Litigation: Appellate,www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Matthew Lembke,Alabama,Litigation: Appellate,www.chambers.com/lawyer/matthew-lembke-usa-5:170219,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Scott Smith,Alabama,Litigation: Appellate,www.chambers.com/lawyer/scott-smith-usa-5:1400596,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Ed Haden,Alabama,Litigation: Appellate,www.chambers.com/lawyer/ed-haden-usa-5:1400599,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
M Christian King,Alabama,Litigation: Appellate,www.chambers.com/lawyer/m-christian-king-usa-5:170303,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 1
Stanley E Blackmon,Alabama,Litigation: Appellate,www.chambers.com/lawyer/stanley-e-blackmon-usa-5:25969514,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Associates to watch
Crawford S McGivaren Jr,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/crawford-s-mcgivaren-jr-usa-5:170226,Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Senior Statespeople
Michael L Edwards,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/michael-l-edwards-usa-5:170205,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Senior Statespeople
Samuel H Franklin,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/samuel-h-franklin-usa-5:170301,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Senior Statespeople
Maibeth Porter,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/maibeth-porter-usa-5:377591,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Bruce F Rogers,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/bruce-f-rogers-usa-5:222431,"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Band 1
David R Boyd,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/david-r-boyd-usa-5:222534,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
Harlan Prater,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/harlan-prater-usa-5:723773,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 1
Robert Spotswood,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/robert-spotswood-usa-5:569575,Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 1
Michael Mulvaney,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/michael-mulvaney-usa-5:377327,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Michael Pennington,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/michael-pennington-usa-5:428192,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
Adam K Peck,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/adam-k-peck-usa-5:286178,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 2
Brian McCarthy,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/brian-mccarthy-usa-5:1202672,McDowell Knight Roedder & Sledge LLC,www.chambers.com/law-firm/mcdowell-knight-roedder-sledge-llc-usa-5:74769,Band 2
Jay Ezelle,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/jay-ezelle-usa-5:476811,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 2
Robert Segall,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/robert-segall-usa-5:170232,"Copeland, Franco, Screws & Gill",www.chambers.com/law-firm/copeland-franco-screws-gill-usa-5:74348,Band 2
Tabor Novak,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/tabor-novak-usa-5:170284,"Ball, Ball, Matthews & Novak",www.chambers.com/law-firm/ball-ball-matthews-novak-usa-5:74793,Band 2
John Bolus,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/john-bolus-usa-5:377427,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Larry B. Childs,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/larry-b-childs-usa-5:376732,Waller,www.chambers.com/law-firm/waller-usa-5:65866,Band 3
Lee E Bains Jr,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Robert R Baugh,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/robert-r-baugh-usa-5:148637,Dentons Sirote,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 3
Sharon Stuart,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/sharon-stuart-usa-5:1390285,Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 3
Thomas Thagard,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/thomas-thagard-usa-5:1209430,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Tripp Haston,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/tripp-haston-usa-5:323051,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
William Athanas,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/william-athanas-usa-5:1206831,Waller,www.chambers.com/law-firm/waller-usa-5:65866,Band 3
Alan D Thomas,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/alan-d-thomas-usa-5:715712,"Huie, Fernambucq & Stewart, LLP",www.chambers.com/law-firm/huie-fernambucq-stewart-llp-usa-5:283496,Band 3
Alan T Rogers,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/alan-t-rogers-usa-5:162449,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Alfred Smith Jr.,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/alfred-smith-jr-usa-5:1207438,"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Band 3
C Paul Cavender,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/c-paul-cavender-usa-5:378705,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
John W Scott,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/john-w-scott-usa-5:375738,"Scott Dukes & Geisler, PC",www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Band 3
Kenneth D Sansom,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/kenneth-d-sansom-usa-5:413427,Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 3
"R Bruce Barze, Jr",Alabama,Litigation: General Commercial,www.chambers.com/lawyer/r-bruce-barze-jr-usa-5:1390367,Barze Taylor Noles Lowther LLC,www.chambers.com/law-firm/barze-taylor-noles-lowther-llc-usa-5:23040247,Band 3
Rik S Tozzi,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/rik-s-tozzi-usa-5:219174,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Robert MacKenzie,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/robert-mackenzie-usa-5:1209415,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 3
Russ Campbell,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/russ-campbell-usa-5:377953,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Barry Ragsdale,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/barry-ragsdale-usa-5:1400608,"Dominick Feld Hyde, P.C.",www.chambers.com/law-firm/dominick-feld-hyde-pc-usa-5:22951144,Band 4
David Hymer,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/david-hymer-usa-5:906102,Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 4
John Earnhardt,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/john-earnhardt-usa-5:1216008,"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 4
Richard E Smith,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/richard-e-smith-usa-5:241724,Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 4
Allen Estes,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/allen-estes-usa-5:577809,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 4
Augusta Dowd,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/augusta-dowd-usa-5:1511002,White Arnold & Dowd,www.chambers.com/law-firm/white-arnold-dowd-usa-5:22771241,Band 4
Caine O'Rear,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/caine-orear-usa-5:1390413,Hand Arendall Harrison Sale LLC,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Band 4
Gregory Cook,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/gregory-cook-usa-5:1348383,Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 4
Joseph Babington,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/joseph-babington-usa-5:870366,"Helmsing, Leach, Herlong, Newman & Rouse, PC",www.chambers.com/law-firm/helmsing-leach-herlong-newman-rouse-pc-usa-5:74768,Band 4
Ken Perry,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/ken-perry-usa-5:26358712,Ken Perry Law Firm LLC,www.chambers.com/law-firm/ken-perry-law-firm-llc-usa-5:23277905,Band 4
Kimberly W Geisler,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/kimberly-w-geisler-usa-5:381223,"Scott Dukes & Geisler, PC",www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Band 4
M Christian King,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/m-christian-king-usa-5:170303,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 4
Melody Eagan,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/melody-eagan-usa-5:1400618,"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 4
Michael C. Niemeyer,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/michael-c-niemeyer-usa-5:25408471,Hand Arendall Harrison Sale LLC,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Band 4
Michael Sansbury,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/michael-sansbury-usa-5:569590,Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 4
Victor L. Hayslip,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/victor-l-hayslip-usa-5:577976,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
Frank Springfield,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/frank-springfield-usa-5:1367784,Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Up and Coming
Thomas Wells III,Alabama,Litigation: General Commercial,www.chambers.com/lawyer/thomas-wells-iii-usa-5:1212563,Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Up and Coming
Robert T. Cunningham,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/robert-t-cunningham-usa-5:170286,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Senior Statespeople
David H Marsh,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/david-h-marsh-usa-5:170306,"Marsh, Rickard & Bryan P.C",www.chambers.com/law-firm/marsh-rickard-bryan-pc-usa-5:74766,Band 1
Jere L Beasley,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/jere-l-beasley-usa-5:170209,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Band 1
Leon Ashford,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/leon-ashford-usa-5:170291,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 1
Gregory B Breedlove,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/gregory-b-breedlove-usa-5:218739,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 2
"Joseph M Brown, Jr",Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/joseph-m-brown-jr-usa-5:1208655,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 2
Scott Powell,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/scott-powell-usa-5:1210001,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 2
Shay Samples,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/shay-samples-usa-5:1387096,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 2
"David S Cain, Jr",Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/david-s-cain-jr-usa-5:1395818,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
George W Finkbohner III,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/george-w-finkbohner-iii-usa-5:1208568,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
Greg Allen,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/greg-allen-usa-5:1395729,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Band 3
Lucy Tufts,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/lucy-tufts-usa-5:26162493,"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
W.R. Rip Andrews,Alabama,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/wr-rip-andrews-usa-5:25782664,"Marsh, Rickard & Bryan P.C",www.chambers.com/law-firm/marsh-rickard-bryan-pc-usa-5:74766,Band 3
